#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 2.51E-6 -1.86E-9  4.56    -0.436    5.       637.E-6 -1.86E-9  5.       4.56    
 2.51E-6  1.87E-9  4.56    -0.4      5.       714.E-6  1.87E-9  5.       4.56    
 2.51E-6 -1.87E-9  4.55    -0.363    5.       799.E-6 -1.87E-9  5.       4.55    
 2.51E-6  1.86E-9  4.55    -0.327    5.       583.E-6  1.86E-9  5.       4.55    
 2.51E-6 -1.87E-9  4.54    -0.27     5.       550.E-6 -1.87E-9  5.       4.54    
 2.51E-6  1.87E-9  4.53    -0.215    5.       693.E-6  1.87E-9  5.       4.53    
 2.51E-6 -1.87E-9  4.53    -0.157    5.       750.E-6 -1.87E-9  5.       4.53    
 2.51E-6  1.87E-9  4.52    -0.0996   5.       768.E-6  1.87E-9  5.       4.52    
 2.51E-6 -1.87E-9  4.51    -0.0437   5.       601.E-6 -1.87E-9  5.       4.51    
 2.51E-6  1.87E-9  4.5      0.0109   5.       582.E-6  1.87E-9  5.       4.5     
 2.51E-6 -1.87E-9  4.5      0.0698   5.       588.E-6 -1.87E-9  5.       4.5     
 2.51E-6  1.87E-9  4.49     0.124    5.       711.E-6  1.87E-9  5.       4.49    
 2.51E-6 -1.87E-9  4.49     0.184    5.       758.E-6 -1.87E-9  5.       4.49    
 2.51E-6  1.87E-9  4.48     0.239    5.       743.E-6  1.87E-9  5.       4.48    
 2.51E-6 -1.87E-9  4.47     0.295    5.       611.E-6 -1.87E-9  5.       4.47    
 2.51E-6  1.87E-9  4.47     0.348    5.       706.E-6  1.87E-9  5.       4.47    
 2.51E-6 -1.87E-9  4.47     0.405    5.       715.E-6 -1.87E-9  5.       4.47    
 2.51E-6  1.87E-9  4.46     0.458    5.       713.E-6  1.87E-9  5.       4.46    
 2.51E-6 -1.88E-9  4.46     0.514    5.       571.E-6 -1.88E-9  5.       4.46    
 2.51E-6  1.87E-9  4.46     0.568    5.       547.E-6  1.87E-9  5.       4.46    
 2.51E-6 -1.88E-9  4.46     0.597    5.       532.E-6 -1.88E-9  5.       4.46    
 2.51E-6  1.88E-9  4.46     0.657    5.       712.E-6  1.88E-9  5.       4.46    
 2.51E-6 -1.88E-9  4.46     0.717    5.       674.E-6 -1.88E-9  5.       4.46    
 2.51E-6  1.88E-9  4.46     0.769    5.       505.E-6  1.88E-9  5.       4.46    
 2.51E-6 -1.88E-9  4.46     0.82     5.       471.E-6 -1.88E-9  5.       4.46    
 2.51E-6  1.88E-9  4.46     0.867    5.       532.E-6  1.88E-9  5.       4.46    
 2.51E-6 -1.88E-9  4.47     0.916    5.       445.E-6 -1.88E-9  5.       4.47    
 2.51E-6  1.88E-9  4.47     0.959    5.       519.E-6  1.88E-9  5.       4.47    
 2.51E-6 -1.88E-9  4.47     1.       5.       397.E-6 -1.88E-9  5.       4.47    
 2.51E-6  1.88E-9  4.47     1.05     5.       375.E-6  1.88E-9  5.       4.47    
 2.51E-6 -1.88E-9  4.47     1.09     5.       475.E-6 -1.88E-9  5.       4.47    
 2.51E-6  1.88E-9  4.48     1.13     5.       467.E-6  1.88E-9  5.       4.48    
 2.51E-6 -1.88E-9  4.48     1.19     5.       353.E-6 -1.88E-9  5.       4.48    
 2.51E-6  1.88E-9  4.5      1.33     5.       451.E-6  1.88E-9  5.       4.5     
 2.51E-6 -1.88E-9  4.52     1.46     5.       312.E-6 -1.88E-9  5.       4.52    
 2.51E-6  1.88E-9  4.53     1.57     5.       280.E-6  1.88E-9  5.       4.53    
 2.51E-6 -1.88E-9  4.56     1.67     5.       256.E-6 -1.88E-9  5.       4.56    
 2.51E-6  1.88E-9  4.58     1.76     5.       284.E-6  1.88E-9  5.       4.58    
 2.51E-6 -1.88E-9  4.6      1.85     5.       178.E-6 -1.88E-9  5.       4.6     
 2.51E-6  1.88E-9  4.62     1.93     5.       201.E-6  1.88E-9  5.       4.62    
 2.51E-6 -1.88E-9  4.64     2.       5.       228.E-6 -1.88E-9  5.       4.64    
 2.52E-6  1.88E-9  4.66     2.07     5.       124.E-6  1.88E-9  5.       4.66    
 2.52E-6 -1.88E-9  4.68     2.13     5.       163.E-6 -1.88E-9  5.       4.68    
 2.52E-6  1.88E-9  4.69     2.19     5.       174.E-6  1.88E-9  5.       4.69    
 2.52E-6 -1.88E-9  4.71     2.24     5.       91.1E-6 -1.88E-9  5.       4.71    
 2.52E-6  1.88E-9  4.72     2.29     5.       120.E-6  1.88E-9  5.       4.72    
 2.52E-6 -1.88E-9  4.74     2.33     5.       150.E-6 -1.88E-9  5.       4.74    
 2.52E-6  1.88E-9  4.76     2.39     5.       114.E-6  1.88E-9  5.       4.76    
 2.52E-6 -1.88E-9  4.78     2.45     5.       67.7E-6 -1.88E-9  5.       4.78    
 2.52E-6  1.88E-9  4.8      2.5      5.       126.E-6  1.88E-9  5.       4.8     
 2.52E-6 -1.88E-9  4.82     2.57     5.       54.2E-6 -1.88E-9  5.       4.82    
 2.52E-6  1.88E-9  4.84     2.63     5.       62.4E-6  1.88E-9  5.       4.84    
 2.52E-6 -1.88E-9  4.86     2.68     5.       71.E-6  -1.88E-9  5.       4.86    
 2.53E-6  1.88E-9  4.88     2.75     5.       44.5E-6  1.88E-9  5.       4.88    
 2.53E-6 -1.88E-9  4.9      2.81     5.       26.5E-6 -1.88E-9  5.       4.9     
 2.53E-6  1.88E-9  4.92     2.89     5.       45.5E-6  1.88E-9  5.       4.92    
 2.54E-6 -1.88E-9  4.94     2.94     5.      -3.42E-6 -1.88E-9  5.       4.94    
 2.54E-6  1.88E-9  4.95     2.99     5.       32.3E-6  1.88E-9  5.       4.95    
 2.54E-6 -1.88E-9  4.96     3.03     5.       4.57E-6 -1.88E-9  5.       4.96    
 2.55E-6  1.88E-9  4.96     3.06     5.       25.E-6   1.88E-9  5.       4.96    
 2.55E-6 -1.88E-9  4.97     3.09     5.      -9.76E-6 -1.88E-9  5.       4.97    
 2.55E-6  1.88E-9  4.97     3.11     5.       18.9E-6  1.88E-9  5.       4.97    
 2.56E-6 -1.88E-9  4.98     3.14     5.      -10.1E-9 -1.88E-9  5.       4.98    
 2.56E-6  1.88E-9  4.98     3.16     5.       15.1E-6  1.88E-9  5.       4.98    
 2.57E-6 -1.88E-9  4.98     3.18     5.      -9.14E-6 -1.88E-9  5.       4.98    
 2.58E-6  1.88E-9  4.99     3.21     5.       14.E-6   1.88E-9  5.       4.99    
 2.59E-6 -1.88E-9  4.99     3.24     5.      -5.92E-6 -1.88E-9  5.       4.99    
 2.61E-6  1.88E-9  4.99     3.28     5.       8.66E-6  1.88E-9  5.       4.99    
 2.64E-6 -1.88E-9  5.       3.3      5.      -5.25E-6 -1.88E-9  5.       5.      
 2.66E-6  1.88E-9  5.       3.32     5.       5.78E-6  1.88E-9  5.       5.      
 2.7E-6  -1.88E-9  5.       3.34     5.      -4.06E-6 -1.88E-9  5.       5.      
 2.73E-6  1.88E-9  5.       3.36     5.       4.08E-6  1.88E-9  5.       5.      
 2.79E-6 -1.88E-9  5.       3.38     5.      -4.22E-6 -1.88E-9  5.       5.      
 2.85E-6  1.88E-9  5.       3.39     5.       4.86E-6  1.88E-9  5.       5.      
 2.94E-6 -1.88E-9  5.       3.4      5.      -4.4E-6  -1.88E-9  5.       5.      
 3.E-6    1.88E-9  5.       3.41     5.       4.11E-6  1.88E-9  5.       5.      
 3.E-6    2.5      4.97     3.36     4.74    -0.00327  2.5      4.74     4.97    
 3.E-6    5.       4.42     2.66     1.4      3.24     5.       1.4      4.42    
 3.E-6    5.       4.22     2.42    -0.294    5.13     5.      -0.294    4.22    
 3.E-6    5.       4.32     2.57     0.127    4.98     5.       0.127    4.32    
 3.E-6    5.       4.34     2.6      0.129    4.94     5.       0.129    4.34    
 3.E-6    5.       4.34     2.61     0.124    4.93     5.       0.124    4.34    
 3.E-6    5.       4.35     2.62     0.123    4.93     5.       0.123    4.35    
 3.E-6    5.       4.35     2.62     0.12     4.93     5.       0.12     4.35    
 3.E-6    5.       4.38     2.67     0.0973   4.94     5.       0.0973   4.38    
 3.E-6    5.       4.4      2.71     0.0748   4.95     5.       0.0748   4.4     
 3.E-6    5.       4.43     2.78     0.0526   4.97     5.       0.0526   4.43    
 3.E-6    5.       4.4      2.84     0.0265   4.99     5.       0.0265   4.4     
 3.E-6    5.       4.33     2.85     0.0199   5.       5.       0.0199   4.33    
 3.E-6    5.       4.23     2.85     0.014    5.       5.       0.014    4.23    
 3.E-6    5.       4.02     2.83     0.0105   5.       5.       0.0105   4.02    
 3.E-6    5.       3.77     2.81     0.00759  5.       5.       0.00759  3.77    
 3.E-6    5.       3.48     2.83     0.00723  5.       5.       0.00723  3.48    
 3.E-6    5.       3.18     2.9      0.00643  5.       5.       0.00643  3.18    
 3.E-6    5.       2.74     3.16     0.0127   5.       5.       0.0127   2.74    
 3.E-6    5.       2.38     3.53    -0.00166  5.       5.      -0.00166  2.38    
 3.E-6    5.       2.36     3.54    -0.00117  5.       5.      -0.00117  2.36    
 3.E-6    5.       2.35     3.55    -838.E-6  5.       5.      -838.E-6  2.35    
 3.E-6    5.       2.34     3.56    -557.E-6  5.       5.      -557.E-6  2.34    
 3.E-6    5.       2.33     3.57    -369.E-6  5.       5.      -369.E-6  2.33    
 3.01E-6  5.       2.32     3.58    -139.E-6  5.       5.      -139.E-6  2.32    
 3.01E-6  5.       2.3      3.6      66.7E-6  5.       5.       66.7E-6  2.3     
 3.01E-6  5.       2.29     3.61     163.E-6  5.       5.       163.E-6  2.29    
 3.01E-6  5.       2.27     3.63     507.E-6  5.       5.       507.E-6  2.27    
 3.01E-6  5.       2.26     3.65     403.E-6  5.       5.       403.E-6  2.26    
 3.01E-6  5.       2.23     3.67     377.E-6  5.       5.       377.E-6  2.23    
 3.01E-6  5.       2.21     3.7      363.E-6  5.       5.       363.E-6  2.21    
 3.01E-6  5.       2.18     3.73     520.E-6  5.       5.       520.E-6  2.18    
 3.01E-6  5.       2.14     3.78     727.E-6  5.       5.       727.E-6  2.14    
 3.01E-6  5.       2.1      3.83     585.E-6  5.       5.       585.E-6  2.1     
 3.01E-6  5.       2.07     3.88     595.E-6  5.       5.       595.E-6  2.07    
 3.01E-6  5.       2.       3.96     716.E-6  5.       5.       716.E-6  2.      
 3.01E-6  5.       1.94     4.05     608.E-6  5.       5.       608.E-6  1.94    
 3.01E-6  5.       1.88     4.13     756.E-6  5.       5.       756.E-6  1.88    
 3.01E-6  5.       1.79     4.24     733.E-6  5.       5.       733.E-6  1.79    
 3.01E-6  5.       1.7      4.35     603.E-6  5.       5.       603.E-6  1.7     
 3.01E-6  5.       1.62     4.45     648.E-6  5.       5.       648.E-6  1.62    
 3.01E-6  5.       1.46     4.59     744.E-6  5.       5.       744.E-6  1.46    
 3.01E-6  5.       1.31     4.7      656.E-6  5.       5.       656.E-6  1.31    
 3.01E-6  5.       1.16     4.77     570.E-6  5.       5.       570.E-6  1.16    
 3.01E-6  5.       1.03     4.83     546.E-6  5.       5.       546.E-6  1.03    
 3.01E-6  5.       0.872    4.9      510.E-6  5.       5.       510.E-6  0.872   
 3.01E-6  5.       0.668    4.95     313.E-6  5.       5.       313.E-6  0.668   
 3.01E-6  5.       0.566    4.96     346.E-6  5.       5.       346.E-6  0.566   
 3.01E-6  5.       0.48     4.97     324.E-6  5.       5.       324.E-6  0.48    
 3.01E-6  5.       0.406    4.96     285.E-6  5.       5.       285.E-6  0.406   
 3.01E-6  5.       0.346    4.96     264.E-6  5.       5.       264.E-6  0.346   
 3.01E-6  5.       0.295    4.95     167.E-6  5.       5.       167.E-6  0.295   
 3.01E-6  5.       0.254    4.94     197.E-6  5.       5.       197.E-6  0.254   
 3.02E-6  5.       0.219    4.93     138.E-6  5.       5.       138.E-6  0.219   
 3.02E-6  5.       0.192    4.92     149.E-6  5.       5.       149.E-6  0.192   
 3.02E-6  5.       0.169    4.9      182.E-6  5.       5.       182.E-6  0.169   
 3.02E-6  5.       0.15     4.89     142.E-6  5.       5.       142.E-6  0.15    
 3.02E-6  5.       0.135    4.88     83.9E-6  5.       5.       83.9E-6  0.135   
 3.02E-6  5.       0.123    4.87     105.E-6  5.       5.       105.E-6  0.123   
 3.02E-6  5.       0.113    4.86     130.E-6  5.       5.       130.E-6  0.113   
 3.02E-6  5.       0.104    4.85     45.4E-6  5.       5.       45.4E-6  0.104   
 3.02E-6  5.       0.0972   4.84     150.E-6  5.       5.       150.E-6  0.0972  
 3.02E-6  5.       0.0915   4.84     73.E-6   5.       5.       73.E-6   0.0915  
 3.02E-6  5.       0.0861   4.83     43.3E-6  5.       5.       43.3E-6  0.0861  
 3.02E-6  5.       0.0825   4.82     53.2E-6  5.       5.       53.2E-6  0.0825  
 3.02E-6  5.       0.0813   4.82     106.E-6  5.       5.       106.E-6  0.0813  
 3.02E-6  5.       0.0797   4.81     63.6E-6  5.       5.       63.6E-6  0.0797  
 3.02E-6  5.       0.0788   4.8      22.3E-6  5.       5.       22.3E-6  0.0788  
 3.02E-6  5.       0.0776   4.79     40.6E-6  5.       5.       40.6E-6  0.0776  
 3.03E-6  5.       0.0767   4.79     82.E-6   5.       5.       82.E-6   0.0767  
 3.03E-6  5.       0.0759   4.78    -10.3E-6  5.       5.      -10.3E-6  0.0759  
 3.03E-6  5.       0.0755   4.78     42.1E-6  5.       5.       42.1E-6  0.0755  
 3.03E-6  5.       0.0754   4.77     71.3E-6  5.       5.       71.3E-6  0.0754  
 3.03E-6  5.       0.0748   4.76     47.6E-6  5.       5.       47.6E-6  0.0748  
 3.03E-6  5.       0.0715   4.76    -7.59E-6  5.       5.      -7.59E-6  0.0715  
 3.03E-6  5.       0.0729   4.75     42.3E-6  5.       5.       42.3E-6  0.0729  
 3.03E-6  5.       0.0724   4.74     39.1E-6  5.       5.       39.1E-6  0.0724  
 3.03E-6  5.       0.0736   4.74     41.2E-6  5.       5.       41.2E-6  0.0736  
 3.03E-6  5.       0.0734   4.73    -13.8E-6  5.       5.      -13.8E-6  0.0734  
 3.04E-6  5.       0.0745   4.72     36.3E-6  5.       5.       36.3E-6  0.0745  
 3.04E-6  5.       0.0747   4.71     17.2E-6  5.       5.       17.2E-6  0.0747  
 3.04E-6  5.       0.0759   4.7      5.86E-6  5.       5.       5.86E-6  0.0759  
 3.04E-6  5.       0.0766   4.69     11.E-6   5.       5.       11.E-6   0.0766  
 3.05E-6  5.       0.0774   4.69     21.8E-6  5.       5.       21.8E-6  0.0774  
 3.05E-6  5.       0.079    4.68    -9.5E-6   5.       5.      -9.5E-6   0.079   
 3.05E-6  5.       0.0796   4.67     18.9E-6  5.       5.       18.9E-6  0.0796  
 3.06E-6  5.       0.0811   4.66     3.09E-6  5.       5.       3.09E-6  0.0811  
 3.06E-6  5.       0.0825   4.66     15.3E-6  5.       5.       15.3E-6  0.0825  
 3.08E-6  5.       0.0852   4.64    -4.12E-6  5.       5.      -4.12E-6  0.0852  
 3.09E-6  5.       0.0866   4.63     7.57E-6  5.       5.       7.57E-6  0.0866  
 3.1E-6   5.       0.0887   4.62    -825.E-9  5.       5.      -825.E-9  0.0887  
 3.12E-6  5.       0.09     4.61     6.02E-6  5.       5.       6.02E-6  0.09    
 3.14E-6  5.       0.0921   4.61    -5.16E-6  5.       5.      -5.16E-6  0.0921  
 3.17E-6  5.       0.0925   4.6      7.72E-6  5.       5.       7.72E-6  0.0925  
 3.24E-6  5.       0.0961   4.59    -6.48E-6  5.       5.      -6.48E-6  0.0961  
 3.28E-6  5.       0.0959   4.59     6.08E-6  5.       5.       6.08E-6  0.0959  
 3.36E-6  5.       0.0982   4.58    -5.42E-6  5.       5.      -5.42E-6  0.0982  
 3.43E-6  5.       0.098    4.58     5.08E-6  5.       5.       5.08E-6  0.098   
 3.5E-6   5.       0.0995   4.57    -4.4E-6   5.       5.      -4.4E-6   0.0995  
 3.5E-6   2.5      0.137    4.61     0.777    5.01     2.5      0.777    0.137   
 3.5E-6   1.25     0.0296   4.52     3.23     4.37     1.25     3.23     0.0296  
 3.5E-6   3.87E-9 -0.334    4.25     4.93     1.53     3.87E-9  4.93    -0.334   
 3.5E-6  -3.99E-9 -0.389    4.21     4.92     1.24    -3.99E-9  4.92    -0.389   
 3.5E-6   3.89E-9 -0.419    4.19     4.91     1.08     3.89E-9  4.91    -0.419   
 3.5E-6  -3.98E-9 -0.438    4.17     4.9      0.969   -3.98E-9  4.9     -0.438   
 3.5E-6   3.85E-9 -0.457    4.16     4.91     0.86     3.85E-9  4.91    -0.457   
 3.5E-6  -3.91E-9 -0.499    4.13     4.89     0.65    -3.91E-9  4.89    -0.499   
 3.5E-6   3.88E-9 -0.526    4.11     4.89     0.538    3.88E-9  4.89    -0.526   
 3.5E-6  -3.9E-9  -0.55     4.09     4.9      0.46    -3.9E-9   4.9     -0.55    
 3.5E-6   3.93E-9 -0.575    4.07     4.89     0.405    3.93E-9  4.89    -0.575   
 3.5E-6  -3.93E-9 -0.595    4.05     4.9      0.368   -3.93E-9  4.9     -0.595   
 3.5E-6   3.95E-9 -0.629    4.03     4.9      0.33     3.95E-9  4.9     -0.629   
 3.5E-6  -3.92E-9 -0.649    4.01     4.9      0.314   -3.92E-9  4.9     -0.649   
 3.5E-6   3.93E-9 -0.657    4.       4.9      0.306    3.93E-9  4.9     -0.657   
 3.5E-6  -3.88E-9 -0.668    3.99     4.9      0.297   -3.88E-9  4.9     -0.668   
 3.5E-6   3.88E-9 -0.675    3.99     4.9      0.291    3.88E-9  4.9     -0.675   
 3.5E-6  -3.8E-9  -0.687    3.98     4.9      0.28    -3.8E-9   4.9     -0.687   
 3.5E-6   3.83E-9 -0.694    3.97     4.9      0.278    3.83E-9  4.9     -0.694   
 3.5E-6  -3.78E-9 -0.702    3.96     4.9      0.277   -3.78E-9  4.9     -0.702   
 3.5E-6   3.81E-9 -0.708    3.96     4.9      0.271    3.81E-9  4.9     -0.708   
 3.5E-6  -3.72E-9 -0.712    3.95     4.9      0.267   -3.72E-9  4.9     -0.712   
 3.5E-6   3.75E-9 -0.715    3.95     4.9      0.265    3.75E-9  4.9     -0.715   
 3.5E-6  -3.65E-9 -0.721    3.95     4.9      0.259   -3.65E-9  4.9     -0.721   
 3.5E-6   3.63E-9 -0.725    3.94     4.9      0.261    3.63E-9  4.9     -0.725   
 3.5E-6  -3.57E-9 -0.729    3.94     4.91     0.257   -3.57E-9  4.91    -0.729   
 3.5E-6   3.63E-9 -0.738    3.93     4.9      0.252    3.63E-9  4.9     -0.738   
 3.5E-6  -3.62E-9 -0.747    3.92     4.91     0.253   -3.62E-9  4.91    -0.747   
 3.5E-6   3.67E-9 -0.785    3.89     4.9      0.248    3.67E-9  4.9     -0.785   
 3.5E-6  -3.63E-9 -0.82     3.87     4.91     0.241   -3.63E-9  4.91    -0.82    
 3.5E-6   3.66E-9 -0.853    3.84     4.91     0.234    3.66E-9  4.91    -0.853   
 3.5E-6  -3.62E-9 -0.921    3.8      4.91     0.217   -3.62E-9  4.91    -0.921   
 3.5E-6   3.64E-9 -1.02     3.73     4.92     0.195    3.64E-9  4.92    -1.02    
 3.5E-6  -3.63E-9 -1.2      3.63     4.93     0.152   -3.63E-9  4.93    -1.2     
 3.5E-6   3.64E-9 -1.38     3.56     4.95     0.111    3.64E-9  4.95    -1.38    
 3.5E-6  -3.63E-9 -1.54     3.57     4.97     0.0701  -3.63E-9  4.97    -1.54    
 3.5E-6   3.64E-9 -1.6      3.8      4.99     0.0348   3.64E-9  4.99    -1.6     
 3.5E-6  -3.63E-9 -1.52     4.06     5.       0.0205  -3.63E-9  5.      -1.52    
 3.5E-6   3.64E-9 -1.43     4.25     5.       0.0143   3.64E-9  5.      -1.43    
 3.5E-6  -3.63E-9 -1.32     4.43     5.       0.00887 -3.63E-9  5.      -1.32    
 3.5E-6   3.63E-9 -1.24     4.52     5.       0.00732  3.63E-9  5.      -1.24    
 3.5E-6  -3.63E-9 -1.19     4.55     5.       0.00681 -3.63E-9  5.      -1.19    
 3.5E-6   3.63E-9 -1.08     4.56     5.       0.014    3.63E-9  5.      -1.08    
 3.51E-6 -3.63E-9 -0.836    4.59     5.      -0.0018  -3.63E-9  5.      -0.836   
 3.51E-6  3.63E-9 -0.825    4.59     5.      -0.0011   3.63E-9  5.      -0.825   
 3.51E-6 -3.63E-9 -0.816    4.59     5.      -548.E-6 -3.63E-9  5.      -0.816   
 3.51E-6  3.63E-9 -0.807    4.59     5.      -261.E-6  3.63E-9  5.      -0.807   
 3.51E-6 -3.63E-9 -0.8      4.59     5.      -18.6E-6 -3.63E-9  5.      -0.8     
 3.51E-6  3.63E-9 -0.787    4.59     5.       187.E-6  3.63E-9  5.      -0.787   
 3.51E-6 -3.63E-9 -0.776    4.59     5.       362.E-6 -3.63E-9  5.      -0.776   
 3.51E-6  3.62E-9 -0.763    4.59     5.       401.E-6  3.62E-9  5.      -0.763   
 3.51E-6 -3.62E-9 -0.746    4.58     4.99     610.E-6 -3.62E-9  4.99    -0.746   
 3.51E-6  3.62E-9 -0.726    4.58     5.       733.E-6  3.62E-9  5.      -0.726   
 3.51E-6 -3.63E-9 -0.706    4.58     5.       909.E-6 -3.63E-9  5.      -0.706   
 3.51E-6  3.62E-9 -0.688    4.58     5.       731.E-6  3.62E-9  5.      -0.688   
 3.51E-6 -3.62E-9 -0.669    4.57     5.       699.E-6 -3.62E-9  5.      -0.669   
 3.51E-6  3.62E-9 -0.629    4.57     5.       605.E-6  3.62E-9  5.      -0.629   
 3.51E-6 -3.62E-9 -0.59     4.57     5.       671.E-6 -3.62E-9  5.      -0.59    
 3.51E-6  3.62E-9 -0.55     4.56     5.       605.E-6  3.62E-9  5.      -0.55    
 3.51E-6 -3.62E-9 -0.484    4.55     5.       760.E-6 -3.62E-9  5.      -0.484   
 3.51E-6  3.62E-9 -0.418    4.55     5.       755.E-6  3.62E-9  5.      -0.418   
 3.51E-6 -3.62E-9 -0.352    4.54     5.       605.E-6 -3.62E-9  5.      -0.352   
 3.51E-6  3.62E-9 -0.24     4.53     5.       649.E-6  3.62E-9  5.      -0.24    
 3.51E-6 -3.62E-9 -0.132    4.51     5.       705.E-6 -3.62E-9  5.      -0.132   
 3.51E-6  3.62E-9 -0.0222   4.5      5.       632.E-6  3.62E-9  5.      -0.0222  
 3.51E-6 -3.62E-9  0.142    4.48     5.       747.E-6 -3.62E-9  5.       0.142   
 3.51E-6  3.62E-9  0.306    4.47     5.       588.E-6  3.62E-9  5.       0.306   
 3.51E-6 -3.62E-9  0.465    4.46     5.       612.E-6 -3.62E-9  5.       0.465   
 3.51E-6  3.62E-9  0.546    4.46     5.       676.E-6  3.62E-9  5.       0.546   
 3.51E-6 -3.62E-9  0.735    4.46     5.       599.E-6 -3.62E-9  5.       0.735   
 3.51E-6  3.62E-9  0.899    4.46     5.       460.E-6  3.62E-9  5.       0.899   
 3.51E-6 -3.62E-9  1.04     4.47     5.       494.E-6 -3.62E-9  5.       1.04    
 3.51E-6  3.62E-9  1.26     4.49     5.       323.E-6  3.62E-9  5.       1.26    
 3.51E-6 -3.62E-9  1.44     4.51     5.       354.E-6 -3.62E-9  5.       1.44    
 3.51E-6  3.62E-9  1.6      4.54     5.       304.E-6  3.62E-9  5.       1.6     
 3.51E-6 -3.62E-9  1.81     4.59     5.       252.E-6 -3.62E-9  5.       1.81    
 3.51E-6  3.62E-9  1.98     4.63     5.       203.E-6  3.62E-9  5.       1.98    
 3.52E-6 -3.62E-9  2.12     4.67     5.       142.E-6 -3.62E-9  5.       2.12    
 3.52E-6  3.62E-9  2.24     4.71     5.       139.E-6  3.62E-9  5.       2.24    
 3.52E-6 -3.62E-9  2.34     4.74     5.       131.E-6 -3.62E-9  5.       2.34    
 3.52E-6  3.62E-9  2.43     4.77     5.       70.6E-6  3.62E-9  5.       2.43    
 3.52E-6 -3.62E-9  2.5      4.8      5.       91.2E-6 -3.62E-9  5.       2.5     
 3.52E-6  3.62E-9  2.56     4.82     5.       82.9E-6  3.62E-9  5.       2.56    
 3.52E-6 -3.62E-9  2.62     4.84     5.       74.7E-6 -3.62E-9  5.       2.62    
 3.52E-6  3.62E-9  2.67     4.86     5.       31.3E-6  3.62E-9  5.       2.67    
 3.53E-6 -3.62E-9  2.71     4.87     5.       55.1E-6 -3.62E-9  5.       2.71    
 3.53E-6  3.62E-9  2.75     4.88     5.       53.9E-6  3.62E-9  5.       2.75    
 3.53E-6 -3.62E-9  2.79     4.89     5.       48.9E-6 -3.62E-9  5.       2.79    
 3.53E-6  3.62E-9  2.82     4.9      5.       9.8E-6   3.62E-9  5.       2.82    
 3.53E-6 -3.62E-9  2.84     4.91     5.       37.E-6  -3.62E-9  5.       2.84    
 3.53E-6  3.62E-9  2.87     4.92     5.       38.7E-6  3.62E-9  5.       2.87    
 3.53E-6 -3.62E-9  2.9      4.93     5.       33.5E-6 -3.62E-9  5.       2.9     
 3.54E-6  3.62E-9  2.93     4.94     5.       2.6E-6   3.62E-9  5.       2.93    
 3.54E-6 -3.62E-9  2.96     4.94     5.       47.4E-6 -3.62E-9  5.       2.96    
 3.54E-6  3.62E-9  3.       4.95     5.      -2.45E-6  3.62E-9  5.       3.      
 3.54E-6 -3.62E-9  3.02     4.96     5.       22.9E-6 -3.62E-9  5.       3.02    
 3.55E-6  3.62E-9  3.05     4.96     5.      -4.84E-6  3.62E-9  5.       3.05    
 3.55E-6 -3.62E-9  3.07     4.97     5.       32.6E-6 -3.62E-9  5.       3.07    
 3.55E-6  3.62E-9  3.1      4.97     5.      -21.4E-6  3.62E-9  5.       3.1     
 3.56E-6 -3.62E-9  3.13     4.98     5.       30.2E-6 -3.62E-9  5.       3.13    
 3.56E-6  3.62E-9  3.15     4.98     5.      -11.5E-6  3.62E-9  5.       3.15    
 3.57E-6 -3.62E-9  3.17     4.98     5.       16.5E-6 -3.62E-9  5.       3.17    
 3.57E-6  3.62E-9  3.18     4.98     5.      -12.2E-6  3.62E-9  5.       3.18    
 3.57E-6 -3.62E-9  3.2      4.99     5.       24.8E-6 -3.62E-9  5.       3.2     
 3.58E-6  3.62E-9  3.21     4.99     5.      -22.3E-6  3.62E-9  5.       3.21    
 3.58E-6 -3.62E-9  3.22     4.99     5.       22.5E-6 -3.62E-9  5.       3.22    
 3.59E-6  3.62E-9  3.23     4.99     5.      -11.4E-6  3.62E-9  5.       3.23    
 3.59E-6 -3.62E-9  3.24     4.99     5.       11.3E-6 -3.62E-9  5.       3.24    
 3.6E-6   3.62E-9  3.25     4.99     5.      -1.95E-6  3.62E-9  5.       3.25    
 3.6E-6  -3.62E-9  3.25     4.99     5.       1.39E-6 -3.62E-9  5.       3.25    
 3.6E-6   3.62E-9  3.26     4.99     5.       6.43E-6  3.62E-9  5.       3.26    
 3.61E-6 -3.62E-9  3.27     4.99     5.       3.29E-6 -3.62E-9  5.       3.27    
 3.61E-6  3.62E-9  3.27     4.99     5.      -8.27E-6  3.62E-9  5.       3.27    
 3.62E-6 -3.62E-9  3.28     4.99     5.       16.3E-6 -3.62E-9  5.       3.28    
 3.62E-6  3.62E-9  3.28     5.       5.      -9.47E-6  3.62E-9  5.       3.28    
 3.63E-6 -3.62E-9  3.29     4.99     5.       7.55E-6 -3.62E-9  5.       3.29    
 3.63E-6  3.62E-9  3.29     5.       5.      -6.53E-6  3.62E-9  5.       3.29    
 3.63E-6 -3.62E-9  3.3      5.       5.       17.5E-6 -3.62E-9  5.       3.3     
 3.64E-6  3.62E-9  3.3      5.       5.      -10.4E-6  3.62E-9  5.       3.3     
 3.64E-6 -3.62E-9  3.3      5.       5.       7.54E-6 -3.62E-9  5.       3.3     
