#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 1.51E-6  68.8E-12-0.618    4.57     5.       552.E-6  68.8E-12 5.      -0.618   
 1.51E-6 -64.8E-12-0.594    4.57     5.       699.E-6 -64.8E-12 5.      -0.594   
 1.51E-6  64.5E-12-0.569    4.57     5.       662.E-6  64.5E-12 5.      -0.569   
 1.51E-6 -67.6E-12-0.546    4.56     5.       581.E-6 -67.6E-12 5.      -0.546   
 1.51E-6  64.3E-12-0.48     4.56     5.       551.E-6  64.3E-12 5.      -0.48    
 1.51E-6 -63.8E-12-0.357    4.54     5.       739.E-6 -63.8E-12 5.      -0.357   
 1.51E-6  63.E-12 -0.231    4.52     5.       617.E-6  63.E-12  5.      -0.231   
 1.51E-6 -64.E-12 -0.107    4.51     5.       654.E-6 -64.E-12  5.      -0.107   
 1.51E-6  62.9E-12 0.021    4.49     5.       650.E-6  62.9E-12 5.       0.021   
 1.51E-6 -62.1E-12 0.219    4.47     5.       739.E-6 -62.1E-12 5.       0.219   
 1.51E-6  62.8E-12 0.415    4.46     5.       649.E-6  62.8E-12 5.       0.415   
 1.51E-6 -63.4E-12 0.606    4.45     5.       577.E-6 -63.4E-12 5.       0.606   
 1.51E-6  62.8E-12 0.784    4.46     5.       536.E-6  62.8E-12 5.       0.784   
 1.51E-6 -62.2E-12 0.934    4.46     5.       514.E-6 -62.2E-12 5.       0.934   
 1.51E-6  61.7E-12 1.06     4.47     5.       394.E-6  61.7E-12 5.       1.06    
 1.51E-6 -62.4E-12 1.18     4.48     5.       398.E-6 -62.4E-12 5.       1.18    
 1.51E-6  61.7E-12 1.29     4.49     5.       343.E-6  61.7E-12 5.       1.29    
 1.51E-6 -61.1E-12 1.39     4.5      5.       401.E-6 -61.1E-12 5.       1.39    
 1.51E-6  61.8E-12 1.49     4.52     5.       335.E-6  61.8E-12 5.       1.49    
 1.51E-6 -61.1E-12 1.57     4.54     5.       331.E-6 -61.1E-12 5.       1.57    
 1.51E-6  60.6E-12 1.65     4.55     5.       228.E-6  60.6E-12 5.       1.65    
 1.51E-6 -61.3E-12 1.73     4.57     5.       246.E-6 -61.3E-12 5.       1.73    
 1.51E-6  60.5E-12 1.8      4.59     5.       206.E-6  60.5E-12 5.       1.8     
 1.51E-6 -60.E-12  1.86     4.6      5.       273.E-6 -60.E-12  5.       1.86    
 1.51E-6  60.7E-12 1.93     4.62     5.       221.E-6  60.7E-12 5.       1.93    
 1.51E-6 -60.E-12  1.98     4.63     5.       229.E-6 -60.E-12  5.       1.98    
 1.52E-6  59.4E-12 2.04     4.65     5.       132.E-6  59.4E-12 5.       2.04    
 1.52E-6 -60.1E-12 2.09     4.66     5.       158.E-6 -60.1E-12 5.       2.09    
 1.52E-6  59.4E-12 2.13     4.68     5.       125.E-6  59.4E-12 5.       2.13    
 1.52E-6 -58.8E-12 2.18     4.69     5.       204.E-6 -58.8E-12 5.       2.18    
 1.52E-6  59.6E-12 2.22     4.7      5.       154.E-6  59.6E-12 5.       2.22    
 1.52E-6 -60.2E-12 2.26     4.72     5.       90.5E-6 -60.2E-12 5.       2.26    
 1.52E-6  59.6E-12 2.29     4.73     5.       113.E-6  59.6E-12 5.       2.29    
 1.52E-6 -59.E-12  2.35     4.75     5.       157.E-6 -59.E-12  5.       2.35    
 1.52E-6  59.5E-12 2.4      4.76     5.       103.E-6  59.5E-12 5.       2.4     
 1.52E-6 -59.E-12  2.44     4.78     5.       125.E-6 -59.E-12  5.       2.44    
 1.52E-6  58.6E-12 2.5      4.8      5.       31.8E-6  58.6E-12 5.       2.5     
 1.52E-6 -58.9E-12 2.56     4.82     5.       93.8E-6 -58.9E-12 5.       2.56    
 1.52E-6  59.2E-12 2.61     4.84     5.       70.6E-6  59.2E-12 5.       2.61    
 1.52E-6 -58.9E-12 2.68     4.86     5.       71.1E-6 -58.9E-12 5.       2.68    
 1.53E-6  58.8E-12 2.73     4.88     5.       19.3E-6  58.8E-12 5.       2.73    
 1.53E-6 -59.E-12  2.78     4.89     5.       50.9E-6 -59.E-12  5.       2.78    
 1.53E-6  59.1E-12 2.83     4.91     5.       34.5E-6  59.1E-12 5.       2.83    
 1.53E-6 -59.E-12  2.86     4.92     5.       41.5E-6 -59.E-12  5.       2.86    
 1.53E-6  58.8E-12 2.89     4.93     5.       2.9E-6   58.8E-12 5.       2.89    
 1.53E-6 -58.6E-12 2.92     4.93     5.       55.4E-6 -58.6E-12 5.       2.92    
 1.54E-6  58.8E-12 2.95     4.94     5.       4.51E-6  58.8E-12 5.       2.95    
 1.54E-6 -59.E-12  2.97     4.95     5.       19.6E-6 -59.E-12  5.       2.97    
 1.54E-6  58.8E-12 2.99     4.95     5.       2.32E-6  58.8E-12 5.       2.99    
 1.54E-6 -58.6E-12 3.01     4.95     5.       38.7E-6 -58.6E-12 5.       3.01    
 1.54E-6  58.8E-12 3.03     4.96     5.      -570.E-9  58.8E-12 5.       3.03    
 1.55E-6 -58.9E-12 3.06     4.96     5.       14.8E-6 -58.9E-12 5.       3.06    
 1.55E-6  58.8E-12 3.08     4.97     5.      -1.48E-6  58.8E-12 5.       3.08    
 1.55E-6 -58.7E-12 3.11     4.97     5.       26.6E-6 -58.7E-12 5.       3.11    
 1.56E-6  58.6E-12 3.16     4.98     5.      -17.6E-6  58.6E-12 5.       3.16    
 1.57E-6 -58.6E-12 3.19     4.99     5.       22.5E-6 -58.6E-12 5.       3.19    
 1.58E-6  58.7E-12 3.21     4.99     5.      -11.3E-6  58.7E-12 5.       3.21    
 1.59E-6 -58.6E-12 3.24     4.99     5.       19.2E-6 -58.6E-12 5.       3.24    
 1.6E-6   58.6E-12 3.26     4.99     5.      -16.3E-6  58.6E-12 5.       3.26    
 1.62E-6 -58.6E-12 3.28     4.99     5.       20.6E-6 -58.6E-12 5.       3.28    
 1.63E-6  58.6E-12 3.29     5.       5.      -15.4E-6  58.6E-12 5.       3.29    
 1.64E-6 -58.6E-12 3.3      5.       5.       14.8E-6 -58.6E-12 5.       3.3     
 1.65E-6  58.6E-12 3.31     5.       5.      -10.6E-6  58.6E-12 5.       3.31    
 1.66E-6 -58.6E-12 3.32     5.       5.       9.43E-6 -58.6E-12 5.       3.32    
 1.68E-6  58.6E-12 3.33     5.       5.      -5.81E-6  58.6E-12 5.       3.33    
 1.69E-6 -58.6E-12 3.34     5.       5.       4.44E-6 -58.6E-12 5.       3.34    
 1.7E-6   58.6E-12 3.34     5.       5.      -31.3E-9  58.6E-12 5.       3.34    
 1.71E-6 -58.6E-12 3.35     5.       5.      -1.85E-6 -58.6E-12 5.       3.35    
 1.72E-6  58.6E-12 3.35     5.       5.       771.E-9  58.6E-12 5.       3.35    
 1.74E-6 -58.6E-12 3.36     5.       5.       2.97E-6 -58.6E-12 5.       3.36    
 1.75E-6  58.6E-12 3.36     5.       5.       615.E-9  58.6E-12 5.       3.36    
 1.76E-6 -58.6E-12 3.37     5.       5.      -2.61E-6 -58.6E-12 5.       3.37    
 1.77E-6  58.6E-12 3.37     5.       5.       868.E-9  58.6E-12 5.       3.37    
 1.78E-6 -58.6E-12 3.37     5.       5.       2.43E-6 -58.6E-12 5.       3.37    
 1.8E-6   58.6E-12 3.37     5.       5.      -2.32E-6  58.6E-12 5.       3.37    
 1.82E-6 -58.6E-12 3.38     5.       5.       2.73E-6 -58.6E-12 5.       3.38    
 1.84E-6  58.6E-12 3.38     5.       5.      -1.19E-6  58.6E-12 5.       3.38    
 1.87E-6 -58.6E-12 3.39     5.       5.       184.E-9 -58.6E-12 5.       3.39    
 1.89E-6  58.6E-12 3.39     5.       5.       1.17E-6  58.6E-12 5.       3.39    
 1.92E-6 -58.6E-12 3.39     5.       5.       643.E-9 -58.6E-12 5.       3.39    
 1.94E-6  58.6E-12 3.4      5.       5.      -1.68E-6  58.6E-12 5.       3.4     
 1.96E-6 -58.6E-12 3.4      5.       5.       2.7E-6  -58.6E-12 5.       3.4     
 1.99E-6  58.6E-12 3.4      5.       5.      -1.8E-6   58.6E-12 5.       3.4     
 2.E-6   -58.6E-12 3.4      5.       5.       118.E-9 -58.6E-12 5.       3.4     
 2.E-6    2.5      3.35     4.97     4.74    -0.00329  2.5      4.74     3.35    
 2.E-6    5.       2.65     4.42     1.4      3.24     5.       1.4      2.65    
 2.E-6    5.       2.4      4.21    -0.121    4.95     5.      -0.121    2.4     
 2.E-6    5.       2.63     4.37     0.312    4.92     5.       0.312    2.63    
 2.E-6    5.       2.61     4.35     0.2      4.92     5.       0.2      2.61    
 2.E-6    5.       2.6      4.35     0.154    4.92     5.       0.154    2.6     
 2.E-6    5.       2.61     4.35     0.136    4.92     5.       0.136    2.61    
 2.E-6    5.       2.62     4.35     0.127    4.93     5.       0.127    2.62    
 2.E-6    5.       2.65     4.37     0.101    4.94     5.       0.101    2.65    
 2.E-6    5.       2.68     4.39     0.0884   4.95     5.       0.0884   2.68    
 2.E-6    5.       2.72     4.41     0.0685   4.96     5.       0.0685   2.72    
 2.E-6    5.       2.79     4.43     0.042    4.98     5.       0.042    2.79    
 2.E-6    5.       2.84     4.38     0.0232   4.99     5.       0.0232   2.84    
 2.E-6    5.       2.84     4.28     0.0165   5.       5.       0.0165   2.84    
 2.E-6    5.       2.83     4.15     0.0124   5.       5.       0.0124   2.83    
 2.E-6    5.       2.82     4.       0.0102   5.       5.       0.0102   2.82    
 2.E-6    5.       2.85     3.34     0.00609  5.       5.       0.00609  2.85    
 2.E-6    5.       3.05     2.92     0.0163   5.       5.       0.0163   3.05    
 2.E-6    5.       3.39     2.54    -0.00308  5.       5.      -0.00308  3.39    
 2.E-6    5.       3.4      2.52    -0.00219  5.       5.      -0.00219  3.4     
 2.E-6    5.       3.41     2.51    -0.00151  5.       5.      -0.00151  3.41    
 2.E-6    5.       3.42     2.5     -0.00122  5.       5.      -0.00122  3.42    
 2.E-6    5.       3.43     2.49    -893.E-6  5.       5.      -893.E-6  3.43    
 2.E-6    5.       3.45     2.47    -628.E-6  5.       5.      -628.E-6  3.45    
 2.E-6    5.       3.46     2.45    -408.E-6  5.       5.      -408.E-6  3.46    
 2.E-6    5.       3.49     2.42    -165.E-6  5.       5.      -165.E-6  3.49    
 2.E-6    5.       3.51     2.4      120.E-6  5.       5.       120.E-6  3.51    
 2.E-6    5.       3.54     2.37     382.E-6  5.       5.       382.E-6  3.54    
 2.01E-6  5.       3.58     2.33     595.E-6  5.       5.       595.E-6  3.58    
 2.01E-6  5.       3.62     2.29     544.E-6  5.       5.       544.E-6  3.62    
 2.01E-6  5.       3.66     2.26     465.E-6  5.       5.       465.E-6  3.66    
 2.01E-6  5.       3.7      2.22     456.E-6  5.       5.       456.E-6  3.7     
 2.01E-6  5.       3.76     2.16     660.E-6  5.       5.       660.E-6  3.76    
 2.01E-6  5.       3.83     2.11     716.E-6  5.       5.       716.E-6  3.83    
 2.01E-6  5.       3.89     2.06     736.E-6  5.       5.       736.E-6  3.89    
 2.01E-6  5.       3.96     2.01     594.E-6  5.       5.       594.E-6  3.96    
 2.01E-6  5.       4.02     1.96     555.E-6  5.       5.       555.E-6  4.02    
 2.01E-6  5.       4.08     1.91     545.E-6  5.       5.       545.E-6  4.08    
 2.01E-6  5.       4.14     1.86     691.E-6  5.       5.       691.E-6  4.14    
 2.01E-6  5.       4.2      1.82     741.E-6  5.       5.       741.E-6  4.2     
 2.01E-6  5.       4.25     1.78     762.E-6  5.       5.       762.E-6  4.25    
 2.01E-6  5.       4.31     1.74     620.E-6  5.       5.       620.E-6  4.31    
 2.01E-6  5.       4.36     1.69     577.E-6  5.       5.       577.E-6  4.36    
 2.01E-6  5.       4.41     1.65     553.E-6  5.       5.       553.E-6  4.41    
 2.01E-6  5.       4.45     1.61     687.E-6  5.       5.       687.E-6  4.45    
 2.01E-6  5.       4.5      1.57     784.E-6  5.       5.       784.E-6  4.5     
 2.01E-6  5.       4.54     1.53     572.E-6  5.       5.       572.E-6  4.54    
 2.01E-6  5.       4.57     1.49     582.E-6  5.       5.       582.E-6  4.57    
 2.01E-6  5.       4.61     1.44     701.E-6  5.       5.       701.E-6  4.61    
 2.01E-6  5.       4.64     1.4      743.E-6  5.       5.       743.E-6  4.64    
 2.01E-6  5.       4.66     1.35     745.E-6  5.       5.       745.E-6  4.66    
 2.01E-6  5.       4.69     1.31     580.E-6  5.       5.       580.E-6  4.69    
 2.01E-6  5.       4.71     1.27     528.E-6  5.       5.       528.E-6  4.71    
 2.01E-6  5.       4.73     1.23     505.E-6  5.       5.       505.E-6  4.73    
 2.01E-6  5.       4.75     1.19     667.E-6  5.       5.       667.E-6  4.75    
 2.01E-6  5.       4.77     1.15     722.E-6  5.       5.       722.E-6  4.77    
 2.01E-6  5.       4.79     1.12     726.E-6  5.       5.       726.E-6  4.79    
 2.01E-6  5.       4.8      1.08     551.E-6  5.       5.       551.E-6  4.8     
 2.01E-6  5.       4.82     1.05     461.E-6  5.       5.       461.E-6  4.82    
 2.01E-6  5.       4.83     1.02     576.E-6  5.       5.       576.E-6  4.83    
 2.01E-6  5.       4.85     0.989    557.E-6  5.       5.       557.E-6  4.85    
 2.01E-6  5.       4.86     0.962    481.E-6  5.       5.       481.E-6  4.86    
 2.01E-6  5.       4.87     0.936    540.E-6  5.       5.       540.E-6  4.87    
 2.01E-6  5.       4.88     0.909    418.E-6  5.       5.       418.E-6  4.88    
 2.01E-6  5.       4.89     0.883    367.E-6  5.       5.       367.E-6  4.89    
 2.01E-6  5.       4.91     0.836    355.E-6  5.       5.       355.E-6  4.91    
 2.01E-6  5.       4.94     0.732    509.E-6  5.       5.       509.E-6  4.94    
 2.01E-6  5.       4.96     0.638    340.E-6  5.       5.       340.E-6  4.96    
 2.01E-6  5.       4.96     0.555    309.E-6  5.       5.       309.E-6  4.96    
 2.01E-6  5.       4.97     0.483    275.E-6  5.       5.       275.E-6  4.97    
 2.01E-6  5.       4.96     0.419    320.E-6  5.       5.       320.E-6  4.96    
 2.01E-6  5.       4.96     0.366    263.E-6  5.       5.       263.E-6  4.96    
 2.01E-6  5.       4.95     0.32     178.E-6  5.       5.       178.E-6  4.95    
 2.01E-6  5.       4.94     0.281    193.E-6  5.       5.       193.E-6  4.94    
 2.01E-6  5.       4.94     0.247    234.E-6  5.       5.       234.E-6  4.94    
 2.02E-6  5.       4.93     0.219    116.E-6  5.       5.       116.E-6  4.93    
 2.02E-6  5.       4.92     0.195    235.E-6  5.       5.       235.E-6  4.92    
 2.02E-6  5.       4.91     0.175    142.E-6  5.       5.       142.E-6  4.91    
 2.02E-6  5.       4.9      0.158    109.E-6  5.       5.       109.E-6  4.9     
 2.02E-6  5.       4.89     0.144    108.E-6  5.       5.       108.E-6  4.89    
 2.02E-6  5.       4.88     0.132    161.E-6  5.       5.       161.E-6  4.88    
 2.02E-6  5.       4.87     0.123    46.5E-6  5.       5.       46.5E-6  4.87    
 2.02E-6  5.       4.86     0.114    96.E-6   5.       5.       96.E-6   4.86    
 2.02E-6  5.       4.85     0.107    134.E-6  5.       5.       134.E-6  4.85    
 2.02E-6  5.       4.84     0.0969   95.9E-6  5.       5.       95.9E-6  4.84    
 2.02E-6  5.       4.83     0.0903   44.7E-6  5.       5.       44.7E-6  4.83    
 2.02E-6  5.       4.81     0.0831   71.1E-6  5.       5.       71.1E-6  4.81    
 2.03E-6  5.       4.78     0.0748   43.6E-6  5.       5.       43.6E-6  4.78    
 2.03E-6  5.       4.76     0.073    23.4E-6  5.       5.       23.4E-6  4.76    
 2.03E-6  5.       4.74     0.0742   27.E-6   5.       5.       27.E-6   4.74    
 2.04E-6  5.       4.72     0.0735   27.4E-6  5.       5.       27.4E-6  4.72    
 2.05E-6  5.       4.69     0.0786  -2.91E-6  5.       5.      -2.91E-6  4.69    
 2.05E-6  5.       4.67     0.0793   22.7E-6  5.       5.       22.7E-6  4.67    
 2.07E-6  5.       4.64     0.085   -15.2E-6  5.       5.      -15.2E-6  4.64    
 2.08E-6  5.       4.63     0.0862   21.9E-6  5.       5.       21.9E-6  4.63    
 2.1E-6   5.       4.62     0.0888  -19.7E-6  5.       5.      -19.7E-6  4.62    
 2.12E-6  5.       4.61     0.0899   23.9E-6  5.       5.       23.9E-6  4.61    
 2.14E-6  5.       4.61     0.0915  -19.7E-6  5.       5.      -19.7E-6  4.61    
 2.18E-6  5.       4.6      0.0937   20.4E-6  5.       5.       20.4E-6  4.6     
 2.21E-6  5.       4.59     0.0949  -18.4E-6  5.       5.      -18.4E-6  4.59    
 2.27E-6  5.       4.59     0.0961   18.3E-6  5.       5.       18.3E-6  4.59    
 2.32E-6  5.       4.58     0.0972  -17.4E-6  5.       5.      -17.4E-6  4.58    
 2.41E-6  5.       4.58     0.0982   17.2E-6  5.       5.       17.2E-6  4.58    
 2.5E-6   5.       4.57     0.0991  -16.7E-6  5.       5.      -16.7E-6  4.57    
 2.5E-6   5.       4.57     0.0982   8.07E-6  5.       5.       8.07E-6  4.57    
 2.5E-6   2.5      4.61     0.139    0.777    5.01     2.5      0.777    4.61    
 2.5E-6   1.25     4.52     0.0303   3.23     4.36     1.25     3.23     4.52    
 2.5E-6   1.85E-9  4.25    -0.334    4.93     1.53     1.85E-9  4.93     4.25    
 2.5E-6  -1.98E-9  4.21    -0.38     4.92     1.29    -1.98E-9  4.92     4.21    
 2.5E-6   1.87E-9  4.19    -0.413    4.91     1.11     1.87E-9  4.91     4.19    
 2.5E-6  -1.97E-9  4.17    -0.434    4.91     0.992   -1.97E-9  4.91     4.17    
 2.5E-6   1.83E-9  4.16    -0.454    4.91     0.875    1.83E-9  4.91     4.16    
 2.5E-6  -1.89E-9  4.13    -0.498    4.89     0.655   -1.89E-9  4.89     4.13    
 2.5E-6   1.86E-9  4.1     -0.527    4.89     0.536    1.86E-9  4.89     4.1     
 2.5E-6  -1.88E-9  4.08    -0.552    4.9      0.455   -1.88E-9  4.9      4.08    
 2.5E-6   1.91E-9  4.06    -0.578    4.89     0.399    1.91E-9  4.89     4.06    
 2.5E-6  -1.91E-9  4.05    -0.599    4.9      0.363   -1.91E-9  4.9      4.05    
 2.5E-6   1.93E-9  4.02    -0.64     4.9      0.319    1.93E-9  4.9      4.02    
 2.5E-6  -1.89E-9  4.01    -0.652    4.9      0.31    -1.89E-9  4.9      4.01    
 2.5E-6   1.9E-9   4.      -0.661    4.9      0.303    1.9E-9   4.9      4.      
 2.5E-6  -1.84E-9  3.99    -0.672    4.9      0.292   -1.84E-9  4.9      3.99    
 2.5E-6   1.81E-9  3.98    -0.68     4.91     0.288    1.81E-9  4.91     3.98    
 2.5E-6  -1.8E-9   3.98    -0.689    4.91     0.278   -1.8E-9   4.91     3.98    
 2.5E-6   1.83E-9  3.97    -0.698    4.91     0.276    1.83E-9  4.91     3.97    
 2.5E-6  -1.81E-9  3.96    -0.708    4.91     0.273   -1.81E-9  4.91     3.96    
 2.5E-6   1.83E-9  3.95    -0.717    4.91     0.272    1.83E-9  4.91     3.95    
 2.5E-6  -1.81E-9  3.94    -0.726    4.91     0.27    -1.81E-9  4.91     3.94    
 2.5E-6   1.83E-9  3.94    -0.735    4.91     0.268    1.83E-9  4.91     3.94    
 2.5E-6  -1.82E-9  3.92    -0.752    4.91     0.262   -1.82E-9  4.91     3.92    
 2.5E-6   1.85E-9  3.91    -0.769    4.91     0.256    1.85E-9  4.91     3.91    
 2.5E-6  -1.85E-9  3.89    -0.792    4.91     0.253   -1.85E-9  4.91     3.89    
 2.5E-6   1.86E-9  3.87    -0.815    4.91     0.245    1.86E-9  4.91     3.87    
 2.5E-6  -1.84E-9  3.83    -0.863    4.91     0.232   -1.84E-9  4.91     3.83    
 2.5E-6   1.86E-9  3.8     -0.909    4.92     0.221    1.86E-9  4.92     3.8     
 2.5E-6  -1.83E-9  3.73    -1.01     4.92     0.197   -1.83E-9  4.92     3.73    
 2.5E-6   1.85E-9  3.61    -1.22     4.94     0.151    1.85E-9  4.94     3.61    
 2.5E-6  -1.84E-9  3.54    -1.42     4.95     0.103   -1.84E-9  4.95     3.54    
 2.5E-6   1.85E-9  3.6     -1.58     4.97     0.0598   1.85E-9  4.97     3.6     
 2.5E-6  -1.85E-9  3.86    -1.59     4.99     0.0302  -1.85E-9  4.99     3.86    
 2.5E-6   1.85E-9  4.11    -1.5      5.       0.0192   1.85E-9  5.       4.11    
 2.5E-6  -1.85E-9  4.29    -1.41     5.       0.0127  -1.85E-9  5.       4.29    
 2.5E-6   1.85E-9  4.48    -1.29     5.       0.00835  1.85E-9  5.       4.48    
 2.5E-6  -1.85E-9  4.55    -1.21     5.       0.00649 -1.85E-9  5.       4.55    
 2.5E-6   1.85E-9  4.57    -1.08     5.       0.0154   1.85E-9  5.       4.57    
 2.51E-6 -1.85E-9  4.61    -0.782    5.      -0.00304 -1.85E-9  5.       4.61    
 2.51E-6  1.85E-9  4.6     -0.776    5.      -0.0023   1.85E-9  5.       4.6     
 2.51E-6 -1.85E-9  4.6     -0.769    5.      -0.00159 -1.85E-9  5.       4.6     
 2.51E-6  1.85E-9  4.6     -0.763    5.      -0.0012   1.85E-9  5.       4.6     
 2.51E-6 -1.85E-9  4.6     -0.761    5.      -865.E-6 -1.85E-9  5.       4.6     
 2.51E-6  1.85E-9  4.6     -0.754    5.      -497.E-6  1.85E-9  5.       4.6     
 2.51E-6 -1.86E-9  4.61    -0.746    5.      -266.E-6 -1.86E-9  5.       4.61    
 2.51E-6  1.85E-9  4.61    -0.736    5.      -87.1E-6  1.85E-9  5.       4.61    
 2.51E-6 -1.86E-9  4.6     -0.728    5.       33.2E-6 -1.86E-9  5.       4.6     
 2.51E-6  1.86E-9  4.6     -0.71     5.       382.E-6  1.86E-9  5.       4.6     
 2.51E-6 -1.85E-9  4.6     -0.688    5.       598.E-6 -1.85E-9  5.       4.6     
